Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Assignments_Submitted,Course_Grade,Part_Time_Job,Monthly_Income,GPA,Social_Media_Usage_Hours,Extra_Curricular_Activities,Internet_Access,Parental_Education_Level,Mode_of_Transport
S08451,21,Other,7,0.6,4,A,Yes,13414,3.18,6,Yes,No,Postgraduate,Bike
S08452,18,Female,33,0.8,0,F,No,8295,2.96,13,No,Yes,Graduate,Walk
S08453,24,Male,36,0.89,9,A,No,2493,2.67,11,Yes,Yes,High School,Bus
S08454,19,Female,28,0.85,6,C,Yes,16156,3.84,14,No,No,Postgraduate,Bus
S08455,24,Female,32,0.79,1,F,No,11072,3.29,8,No,Yes,Diploma,Walk
S08456,23,Male,35,0.72,6,A,Yes,19590,2.87,14,Yes,No,Diploma,Bike
S08457,19,Other,23,0.89,7,D,No,14088,3.55,1,Yes,Yes,High School,Walk
S08458,18,Female,33,0.57,6,B,Yes,18803,2.84,1,Yes,No,Graduate,Bike
S08459,24,Female,20,0.62,3,B,No,17488,3.96,10,Yes,No,Graduate,Bike
S08460,24,Male,37,0.89,7,A,No,2901,3.19,7,No,No,Diploma,Bike
S08461,18,Other,39,0.64,8,D,Yes,19082,2.2,2,No,No,Postgraduate,Bus
S08462,24,Female,27,0.57,2,B,No,7996,3.16,2,Yes,Yes,Diploma,Walk
S08463,18,Other,22,0.92,1,D,Yes,16515,3.32,15,Yes,Yes,Postgraduate,Walk
S08464,21,Female,17,0.88,9,C,No,7613,2.31,4,Yes,Yes,High School,Walk
S08465,19,Other,21,0.82,4,F,Yes,15143,3.49,8,Yes,No,Postgraduate,Walk
S08466,18,Other,12,0.83,3,D,No,337,3.36,9,No,No,High School,Bike
S08467,20,Female,39,0.83,7,A,Yes,3096,2.14,0,Yes,Yes,Graduate,Walk
S08468,18,Male,21,0.87,9,A,No,11730,2.78,10,Yes,Yes,Graduate,Bus
S08469,18,Female,15,0.66,5,A,Yes,28,3.89,12,Yes,No,Diploma,Car
S08470,21,Female,23,0.93,5,D,Yes,12879,2.27,8,Yes,No,High School,Walk
S08471,23,Other,17,0.63,2,B,Yes,7208,3.0,2,Yes,No,Diploma,Bike
S08472,22,Other,38,0.71,4,F,Yes,2477,3.56,6,Yes,Yes,Postgraduate,Car
S08473,24,Female,26,0.76,4,D,Yes,7008,2.21,2,Yes,No,Graduate,Car
S08474,19,Other,24,0.9,6,B,No,19752,3.63,6,Yes,Yes,High School,Bike
S08475,23,Male,35,0.72,6,C,No,14352,3.1,4,No,No,Postgraduate,Bus
S08476,18,Female,35,0.75,7,C,Yes,16949,2.78,7,No,No,Graduate,Bike
S08477,24,Male,22,0.93,4,D,Yes,18415,2.22,13,No,No,High School,Walk
S08478,21,Other,32,1.0,4,F,Yes,11756,2.83,6,No,No,Diploma,Car
S08479,22,Other,24,0.9,4,F,No,12910,3.25,3,Yes,No,Postgraduate,Bike
S08480,22,Male,38,0.65,3,B,No,14271,3.51,8,No,No,Postgraduate,Bike
S08481,22,Female,26,0.55,5,D,Yes,18267,2.94,13,No,Yes,Graduate,Bike
S08482,18,Female,12,0.85,9,F,No,10209,2.99,1,No,No,Diploma,Bus
S08483,24,Male,33,0.84,6,A,No,967,3.48,17,Yes,No,Graduate,Car
S08484,23,Male,26,0.74,2,A,Yes,11062,2.78,12,No,No,High School,Car
S08485,18,Female,7,0.86,1,D,Yes,5606,2.22,9,No,No,Postgraduate,Bus
S08486,21,Female,6,0.53,2,A,No,1576,3.77,11,Yes,Yes,Graduate,Walk
S08487,19,Other,13,1.0,6,C,No,1676,3.82,1,Yes,Yes,Postgraduate,Bike
S08488,21,Other,13,0.74,1,D,No,12154,2.77,5,Yes,Yes,High School,Bike
S08489,24,Female,30,0.78,1,F,No,17575,3.97,11,No,Yes,Postgraduate,Bus
S08490,22,Male,5,0.77,5,A,Yes,17361,2.79,15,No,No,High School,Car
S08491,23,Female,20,0.77,8,C,Yes,17876,3.49,15,Yes,Yes,Postgraduate,Bike
S08492,20,Other,22,0.89,2,B,No,17276,3.01,9,No,Yes,High School,Walk
S08493,19,Male,35,0.54,3,D,No,3739,3.94,4,No,No,Diploma,Car
S08494,21,Male,5,0.96,4,F,Yes,12286,3.84,11,Yes,Yes,High School,Walk
S08495,19,Other,5,0.67,8,D,Yes,18036,3.5,1,Yes,Yes,Diploma,Car
S08496,20,Other,28,0.81,6,D,Yes,1749,3.92,15,Yes,Yes,Postgraduate,Car
S08497,22,Male,18,0.53,0,D,No,12399,2.27,18,No,No,High School,Walk
S08498,21,Male,27,0.74,4,C,No,9207,3.64,12,Yes,Yes,Diploma,Car
S08499,19,Male,12,0.91,4,D,No,11814,2.66,12,No,No,Postgraduate,Car
S08500,19,Other,6,0.66,7,A,No,7583,3.59,11,Yes,Yes,Graduate,Car
S08501,24,Other,9,0.68,4,B,Yes,7739,3.6,14,Yes,Yes,High School,Bike
S08502,18,Male,37,0.82,5,D,Yes,4866,3.39,16,Yes,Yes,Diploma,Bus
S08503,22,Female,8,0.53,2,C,Yes,8780,2.81,9,No,No,Diploma,Bus
S08504,23,Male,12,0.69,3,B,No,9369,2.19,8,No,No,Graduate,Bike
S08505,21,Male,33,0.89,1,A,Yes,11794,3.51,2,Yes,Yes,Graduate,Car
S08506,22,Male,33,0.83,5,F,No,4962,2.58,17,No,Yes,High School,Bike
S08507,23,Other,34,0.77,8,B,Yes,1965,2.39,18,Yes,No,Diploma,Bike
S08508,18,Male,16,0.79,6,D,No,11925,2.07,1,Yes,Yes,High School,Car
S08509,23,Male,12,0.63,6,F,No,10744,3.69,11,Yes,Yes,Diploma,Bus
S08510,20,Male,23,0.97,4,C,No,12164,2.91,15,No,No,High School,Bus
S08511,23,Other,7,1.0,9,A,No,19541,3.0,8,Yes,Yes,Graduate,Walk
S08512,24,Female,27,0.58,6,F,No,2401,3.17,4,No,Yes,Postgraduate,Walk
S08513,22,Female,20,0.54,0,F,Yes,2721,3.41,19,Yes,No,Graduate,Car
S08514,18,Other,32,0.59,9,D,Yes,11768,2.93,9,No,Yes,Diploma,Car
S08515,20,Other,30,0.66,1,B,No,8782,3.68,15,Yes,Yes,Diploma,Bike
S08516,22,Male,16,0.86,6,D,Yes,3209,3.35,2,Yes,Yes,Diploma,Bike
S08517,20,Male,28,0.77,6,C,Yes,3175,3.54,2,Yes,Yes,High School,Bike
S08518,24,Female,18,0.53,1,B,Yes,8419,2.38,11,No,Yes,High School,Bus
S08519,23,Female,22,0.75,2,F,Yes,12470,3.72,7,No,Yes,Diploma,Car
S08520,21,Male,27,0.8,2,F,No,5550,3.66,13,Yes,Yes,Diploma,Car
S08521,19,Other,19,0.57,9,D,No,7818,3.52,15,Yes,Yes,Postgraduate,Car
S08522,23,Other,7,0.54,2,B,No,6620,2.1,9,Yes,No,Postgraduate,Bike
S08523,20,Other,14,0.71,6,D,Yes,5171,3.72,2,No,No,High School,Walk
S08524,19,Female,36,0.89,4,B,Yes,14073,2.85,4,Yes,Yes,High School,Walk
S08525,24,Female,13,0.58,9,D,No,6489,3.86,4,No,No,Graduate,Bus
S08526,21,Other,13,0.56,0,D,No,3742,2.33,12,No,Yes,Diploma,Bike
S08527,23,Male,26,0.92,3,B,No,12184,2.16,7,No,No,Graduate,Bus
S08528,23,Male,6,0.63,8,F,No,7841,2.39,17,Yes,No,Graduate,Bike
S08529,20,Other,37,0.56,8,D,No,19530,2.04,17,No,Yes,High School,Car
S08530,19,Female,36,0.95,7,C,No,11290,3.25,14,No,Yes,Diploma,Car
S08531,20,Male,15,0.69,6,A,Yes,3657,2.09,9,No,No,Postgraduate,Walk
S08532,18,Other,30,0.71,6,F,No,17573,3.74,13,Yes,Yes,High School,Car
S08533,20,Female,34,0.98,5,F,Yes,10357,3.26,3,No,Yes,Postgraduate,Bus
S08534,20,Other,20,0.85,7,A,No,11841,2.22,10,No,Yes,Graduate,Car
S08535,23,Female,21,0.96,2,A,Yes,18305,2.16,5,No,No,Postgraduate,Walk
S08536,22,Female,29,0.65,9,F,No,10087,2.59,5,Yes,Yes,Graduate,Bus
S08537,22,Male,28,0.8,6,B,No,11123,2.65,1,Yes,No,Graduate,Bus
S08538,21,Female,14,0.73,9,A,No,6944,2.27,8,No,Yes,Postgraduate,Car
S08539,21,Other,9,1.0,2,F,No,14868,2.34,16,Yes,Yes,Graduate,Walk
S08540,24,Female,33,0.74,9,C,Yes,16870,3.34,4,No,No,High School,Bike
S08541,21,Male,20,0.84,0,A,No,6148,2.97,12,Yes,Yes,Graduate,Bus
S08542,19,Female,26,0.6,9,D,Yes,13965,3.17,2,Yes,Yes,Postgraduate,Bike
S08543,21,Other,13,0.57,9,F,No,4661,3.44,13,Yes,No,Postgraduate,Bus
S08544,21,Other,38,0.55,4,A,Yes,1058,3.62,13,Yes,No,Graduate,Bike
S08545,22,Other,5,0.79,5,C,Yes,3138,2.47,6,No,Yes,Diploma,Bus
S08546,20,Female,22,0.94,7,D,No,7699,3.52,18,Yes,Yes,Diploma,Car
S08547,23,Female,23,0.94,8,C,Yes,19912,2.2,8,Yes,No,Diploma,Walk
S08548,21,Male,21,0.53,6,C,No,11079,2.11,18,No,Yes,High School,Car
S08549,21,Female,25,0.9,1,A,Yes,3770,3.02,0,Yes,No,Diploma,Bus
S08550,20,Male,20,0.94,9,B,Yes,567,3.45,2,No,Yes,Postgraduate,Bike
S08551,22,Other,38,0.9,5,A,Yes,8095,3.93,10,Yes,No,Postgraduate,Car
S08552,23,Male,24,0.51,1,D,No,6245,2.85,10,Yes,No,High School,Bike
S08553,22,Female,7,0.85,0,B,No,17806,2.83,18,Yes,No,Diploma,Walk
S08554,20,Other,14,0.69,8,D,Yes,5365,3.2,19,Yes,Yes,Graduate,Bike
S08555,22,Male,36,0.86,3,F,No,7771,3.87,10,No,No,High School,Bus
S08556,23,Other,13,0.73,1,D,No,12609,3.37,18,No,No,Diploma,Bike
S08557,22,Other,18,0.83,3,D,No,14090,3.61,2,Yes,No,Postgraduate,Bike
S08558,18,Male,39,0.64,6,D,Yes,14327,3.04,6,No,No,High School,Walk
S08559,19,Female,30,0.57,5,D,Yes,11382,3.36,6,No,Yes,Graduate,Bus
S08560,20,Other,8,0.96,3,A,Yes,19629,2.24,11,No,No,High School,Walk
S08561,19,Male,6,0.86,4,D,Yes,14600,2.92,5,Yes,No,Graduate,Car
S08562,24,Other,5,0.97,8,B,No,1529,3.75,1,No,Yes,High School,Bus
S08563,20,Female,6,0.9,4,A,No,10689,2.33,16,No,No,Postgraduate,Car
S08564,18,Male,8,0.61,9,C,Yes,15944,3.58,12,Yes,No,Postgraduate,Car
S08565,23,Male,34,0.85,7,A,Yes,7216,3.84,12,Yes,No,High School,Car
S08566,20,Female,8,0.78,4,B,Yes,12109,3.84,7,No,No,Diploma,Bike
S08567,20,Male,24,0.64,2,A,No,14655,3.93,6,No,No,Diploma,Bike
S08568,20,Other,13,0.93,8,F,No,5184,2.35,18,Yes,No,High School,Bike
S08569,18,Female,27,0.89,3,F,No,7179,3.86,19,Yes,No,Postgraduate,Bus
S08570,23,Female,32,0.56,8,C,Yes,12002,3.41,18,No,No,Postgraduate,Bus
S08571,22,Female,36,0.78,0,D,No,15352,4.0,6,No,Yes,High School,Bike
S08572,24,Other,25,0.88,8,A,Yes,4337,3.87,15,No,No,Diploma,Bus
S08573,24,Male,37,0.58,0,B,Yes,344,3.35,11,Yes,Yes,Diploma,Walk
S08574,21,Male,31,1.0,7,C,No,19526,3.82,7,No,No,Graduate,Walk
S08575,23,Female,11,0.8,1,A,No,13612,2.53,14,Yes,Yes,Diploma,Bike
S08576,19,Other,23,0.93,3,C,No,19942,3.59,7,No,No,Graduate,Walk
S08577,19,Other,9,0.77,5,A,Yes,3334,3.05,10,Yes,No,Postgraduate,Walk
S08578,24,Other,12,0.65,2,B,No,10390,3.6,6,Yes,Yes,Diploma,Bike
S08579,24,Female,36,0.92,9,F,Yes,13819,3.8,11,No,No,Diploma,Walk
S08580,24,Male,34,0.72,5,A,Yes,576,3.43,13,No,No,Postgraduate,Car
S08581,19,Other,36,0.79,8,D,Yes,13494,3.11,13,No,No,High School,Bike
S08582,21,Male,8,0.79,3,F,No,12714,2.07,16,Yes,No,Diploma,Bus
S08583,22,Other,10,0.53,2,D,No,12606,3.06,13,Yes,No,Diploma,Bike
S08584,18,Other,7,0.67,0,B,Yes,16953,2.38,15,Yes,Yes,Graduate,Bike
S08585,20,Female,6,0.67,2,C,No,4382,3.74,15,Yes,Yes,Postgraduate,Bike
S08586,20,Female,25,0.52,6,F,No,16810,3.29,9,Yes,No,Graduate,Bike
S08587,22,Female,34,0.55,3,B,No,11850,2.49,8,No,No,Postgraduate,Bus
S08588,18,Male,31,0.79,9,F,Yes,19295,2.79,13,No,No,Diploma,Car
S08589,24,Female,18,0.66,8,D,No,1630,2.64,12,No,Yes,High School,Walk
S08590,23,Female,33,0.75,6,A,Yes,8866,3.85,10,Yes,Yes,High School,Bus
S08591,20,Other,20,0.74,2,F,No,17338,3.88,17,Yes,No,Postgraduate,Car
S08592,23,Female,8,0.83,8,C,No,2253,3.68,15,No,No,Diploma,Bike
S08593,18,Male,18,0.92,6,D,No,1691,2.66,12,No,Yes,High School,Bus
S08594,22,Female,20,0.61,3,C,Yes,9209,3.52,2,No,No,Graduate,Walk
S08595,22,Male,15,0.68,4,A,No,1876,3.17,14,No,Yes,Diploma,Walk
S08596,22,Female,35,0.78,3,A,Yes,877,2.64,10,Yes,No,High School,Car
S08597,20,Female,33,0.87,7,A,Yes,3622,3.86,1,Yes,No,Graduate,Bus
S08598,18,Other,14,0.69,2,C,No,13666,2.9,17,No,No,High School,Walk
S08599,19,Female,32,0.63,7,C,No,3394,2.5,10,No,Yes,Graduate,Bus
S08600,19,Female,39,0.84,1,F,No,6532,2.45,15,No,Yes,Graduate,Car
S08601,20,Female,37,0.83,3,A,Yes,2724,3.29,2,Yes,Yes,Graduate,Bus
S08602,21,Female,35,0.88,4,D,No,8857,3.3,3,Yes,Yes,Graduate,Walk
S08603,21,Female,12,0.75,3,A,No,6683,3.89,1,Yes,Yes,High School,Bus
S08604,22,Female,35,0.54,1,B,No,4300,2.23,2,Yes,No,Postgraduate,Car
S08605,18,Female,9,0.79,3,C,Yes,5873,2.38,1,Yes,No,High School,Bike
S08606,19,Other,25,0.66,5,A,No,950,2.43,5,No,Yes,Postgraduate,Car
S08607,22,Male,29,1.0,3,C,Yes,1406,2.78,11,Yes,Yes,Graduate,Car
S08608,23,Male,13,0.79,1,F,Yes,8857,3.03,14,Yes,Yes,Graduate,Bus
S08609,23,Female,25,0.72,2,D,No,103,2.92,14,No,No,Graduate,Bus
S08610,20,Male,6,0.88,7,F,No,5921,3.84,18,No,Yes,Graduate,Bus
S08611,21,Male,10,0.99,1,B,Yes,8003,3.36,4,Yes,Yes,High School,Car
S08612,24,Other,24,0.75,4,C,No,19029,3.61,1,No,Yes,High School,Bike
S08613,20,Male,17,0.67,6,B,Yes,11232,3.7,17,Yes,Yes,Postgraduate,Walk
S08614,18,Female,18,0.74,3,C,Yes,17926,3.04,11,Yes,Yes,Graduate,Car
S08615,18,Other,7,0.85,8,C,Yes,5484,3.24,13,Yes,No,Diploma,Bus
S08616,18,Other,29,0.84,2,B,Yes,17748,2.63,11,No,Yes,High School,Walk
S08617,21,Other,19,0.87,7,B,No,7923,3.52,15,No,No,High School,Bus
S08618,21,Other,17,0.81,6,F,Yes,10601,3.32,11,Yes,Yes,Graduate,Bike
S08619,22,Other,32,0.98,1,A,No,12624,3.06,1,No,Yes,Diploma,Car
S08620,20,Female,8,0.68,9,F,Yes,370,2.48,19,No,Yes,Postgraduate,Walk
S08621,19,Female,30,0.5,1,C,Yes,161,3.76,8,No,No,Postgraduate,Walk
S08622,19,Female,23,0.57,6,B,Yes,7468,2.56,11,Yes,No,Diploma,Walk
S08623,24,Other,5,0.52,4,F,No,14828,3.0,11,Yes,Yes,Diploma,Car
S08624,19,Other,33,0.58,5,D,No,19716,3.42,9,No,Yes,High School,Walk
S08625,24,Other,32,0.61,2,F,No,19244,2.36,4,No,Yes,High School,Bike
S08626,21,Male,39,0.64,4,D,Yes,3558,3.84,19,Yes,No,High School,Bike
S08627,22,Female,17,0.51,3,A,Yes,4647,2.23,3,No,No,High School,Bike
S08628,24,Male,37,0.64,0,F,No,2889,3.5,1,Yes,Yes,High School,Walk
S08629,24,Other,9,0.57,9,D,Yes,16547,3.7,4,No,Yes,Diploma,Walk
S08630,18,Male,18,0.54,1,D,Yes,811,3.28,15,No,Yes,High School,Walk
S08631,18,Male,13,0.79,7,B,No,6548,2.17,17,Yes,No,Diploma,Bike
S08632,22,Female,8,0.6,9,D,No,9298,2.12,10,No,No,Diploma,Bike
S08633,21,Female,6,0.54,5,A,No,7188,3.48,9,Yes,No,Postgraduate,Bus
S08634,19,Female,18,0.59,9,A,Yes,4345,3.38,14,No,No,High School,Walk
S08635,20,Other,7,0.93,8,D,No,9129,3.93,17,Yes,No,Postgraduate,Bike
S08636,23,Male,8,0.76,9,F,No,18423,3.7,11,Yes,Yes,Diploma,Bike
S08637,23,Male,11,0.77,6,F,No,17445,2.14,11,Yes,No,High School,Bike
S08638,24,Female,19,0.64,1,F,No,17367,2.76,5,Yes,Yes,High School,Walk
S08639,23,Male,32,0.76,0,C,Yes,429,3.21,0,No,No,Graduate,Bus
S08640,21,Male,8,0.87,8,C,No,9831,2.21,14,No,Yes,Postgraduate,Bike
S08641,19,Other,16,0.8,1,D,Yes,1520,2.48,0,No,Yes,Graduate,Bus
S08642,18,Male,21,0.77,8,A,No,10156,2.29,13,Yes,Yes,Diploma,Bus
S08643,22,Female,21,0.68,3,A,No,3678,3.2,18,No,Yes,Graduate,Bus
S08644,22,Female,10,0.82,3,D,No,10968,3.42,16,Yes,No,Diploma,Bus
S08645,19,Male,7,0.93,8,B,Yes,10405,2.37,16,Yes,No,Postgraduate,Walk
S08646,21,Female,16,0.6,8,A,Yes,3217,3.72,0,Yes,No,High School,Bike
S08647,19,Female,38,0.91,1,D,Yes,19510,2.58,19,No,Yes,Graduate,Bike
S08648,21,Male,5,0.74,1,A,Yes,17495,3.73,1,Yes,Yes,Postgraduate,Bus
S08649,18,Male,9,0.99,1,C,Yes,2990,3.32,5,Yes,No,High School,Bike
S08650,24,Male,10,0.63,8,D,Yes,12932,3.39,0,No,No,Diploma,Bike
S08651,22,Female,19,0.55,2,B,No,18714,2.72,15,Yes,Yes,Postgraduate,Bike
S08652,24,Other,25,0.58,0,D,No,16126,3.72,2,Yes,No,High School,Car
S08653,24,Other,38,0.51,1,F,Yes,14724,3.25,11,No,Yes,Postgraduate,Car
S08654,23,Male,13,0.68,6,B,No,10694,2.94,1,Yes,No,Diploma,Car
S08655,21,Female,12,0.66,0,B,Yes,19712,2.39,16,Yes,Yes,High School,Car
S08656,18,Female,9,0.82,5,A,No,12875,2.13,16,No,Yes,Graduate,Bike
S08657,20,Male,30,0.58,5,B,No,2980,3.92,18,No,Yes,Postgraduate,Car
S08658,19,Other,13,0.88,6,A,Yes,17516,3.94,19,No,Yes,High School,Bus
S08659,21,Male,25,0.66,0,D,Yes,11418,3.09,8,Yes,No,Postgraduate,Bike
S08660,19,Female,27,0.94,7,C,Yes,15546,2.83,6,No,Yes,Diploma,Car
S08661,19,Female,27,0.59,7,F,No,16071,3.63,4,Yes,No,Postgraduate,Walk
S08662,22,Other,32,0.9,1,B,No,13302,2.81,3,No,No,High School,Car
S08663,23,Male,11,0.59,8,C,Yes,11215,2.87,15,Yes,Yes,Postgraduate,Car
S08664,19,Other,38,0.51,2,C,No,532,3.79,16,No,No,Postgraduate,Car
S08665,20,Other,33,0.53,5,A,Yes,12648,2.65,11,Yes,No,Graduate,Bike
S08666,24,Male,28,0.91,2,A,No,15777,2.53,11,Yes,Yes,High School,Walk
S08667,24,Female,31,0.77,3,F,Yes,16784,3.89,14,No,Yes,Graduate,Car
S08668,24,Other,25,0.66,6,D,No,8152,2.17,1,Yes,No,Postgraduate,Bus
S08669,22,Male,38,0.82,2,A,Yes,8011,2.25,1,Yes,No,Diploma,Walk
S08670,19,Other,16,0.69,2,D,Yes,4568,2.96,18,No,No,Diploma,Walk
S08671,20,Female,21,0.91,0,D,Yes,7191,3.94,2,Yes,No,High School,Bike
S08672,21,Female,10,0.87,5,C,No,7665,3.82,19,Yes,Yes,High School,Bike
S08673,18,Male,5,0.73,0,B,No,5461,3.59,4,Yes,Yes,Diploma,Car
S08674,20,Female,13,0.51,1,C,Yes,4780,3.36,17,Yes,No,Diploma,Bus
S08675,21,Male,26,0.76,0,F,No,7004,3.14,4,No,No,Graduate,Bike
S08676,21,Male,5,0.69,8,B,No,12842,3.17,15,Yes,Yes,High School,Walk
S08677,21,Male,32,0.8,4,C,Yes,12962,3.24,17,Yes,Yes,Graduate,Bike
S08678,18,Female,20,0.58,7,F,Yes,12647,2.42,12,No,Yes,High School,Bus
S08679,19,Male,14,0.83,8,B,Yes,8535,2.05,5,No,No,Graduate,Bike
S08680,19,Male,33,0.6,0,D,Yes,17397,2.48,17,No,Yes,Diploma,Bus
S08681,24,Other,18,0.99,5,F,Yes,9283,3.6,9,Yes,No,High School,Bus
S08682,19,Female,17,0.91,7,D,No,13708,2.07,1,Yes,Yes,High School,Car
S08683,23,Male,6,0.59,5,B,Yes,7421,3.53,17,No,No,Graduate,Car
S08684,20,Other,24,0.77,6,F,Yes,6173,3.13,14,Yes,No,Graduate,Car
S08685,24,Male,6,0.73,2,F,No,12980,3.22,12,Yes,Yes,Graduate,Car
S08686,18,Other,22,0.91,7,C,No,10468,2.27,14,Yes,Yes,Graduate,Car
S08687,22,Other,9,0.87,0,D,No,15976,3.15,5,Yes,No,Diploma,Walk
S08688,18,Other,30,0.65,5,D,Yes,9958,2.11,19,Yes,Yes,Postgraduate,Walk
S08689,23,Female,8,0.68,4,F,No,16154,3.59,17,Yes,Yes,High School,Bike
S08690,22,Male,35,0.53,7,F,Yes,10101,3.55,1,No,Yes,Postgraduate,Car
S08691,21,Female,8,0.78,3,A,Yes,9369,3.43,8,Yes,Yes,High School,Bus
S08692,19,Female,15,0.88,4,C,Yes,1340,2.05,4,No,No,Graduate,Bus
S08693,22,Other,6,0.71,5,D,No,4906,2.31,17,Yes,No,High School,Walk
S08694,19,Other,13,0.97,5,D,No,348,2.42,10,Yes,No,Postgraduate,Car
S08695,18,Male,17,0.57,6,F,Yes,3991,3.02,12,Yes,No,Graduate,Car
S08696,19,Other,20,0.95,4,D,No,19668,3.63,3,No,Yes,High School,Car
S08697,24,Female,22,0.51,8,B,No,4826,2.35,15,Yes,Yes,Diploma,Bike
S08698,23,Male,33,0.96,5,F,Yes,4461,3.03,8,Yes,No,Postgraduate,Walk
S08699,24,Female,36,0.65,3,D,No,10751,3.69,14,No,Yes,Diploma,Bike
S08700,24,Female,22,0.55,0,B,No,14877,2.75,9,Yes,No,Graduate,Bus
S08701,19,Other,31,0.99,2,F,No,18562,2.91,7,No,Yes,Postgraduate,Car
S08702,23,Female,18,0.87,8,A,No,73,3.01,17,No,No,High School,Car
S08703,20,Other,13,0.77,2,D,No,2813,3.38,3,No,Yes,High School,Bus
S08704,22,Female,38,0.7,4,C,No,7527,2.65,2,Yes,No,Postgraduate,Car
S08705,20,Other,15,0.63,0,B,Yes,18439,2.86,11,No,No,High School,Bus
S08706,18,Male,27,0.8,2,F,Yes,8183,3.5,13,No,No,High School,Bike
S08707,24,Other,29,0.72,5,D,Yes,12143,2.84,18,Yes,Yes,Postgraduate,Bike
S08708,24,Other,22,0.75,8,D,Yes,15973,3.33,3,Yes,Yes,Postgraduate,Car
S08709,24,Other,11,0.73,7,D,No,548,2.55,5,Yes,Yes,High School,Bike
S08710,23,Other,37,0.82,7,A,Yes,7833,3.82,1,No,No,Diploma,Bus
S08711,23,Female,33,0.96,7,D,No,3053,3.61,0,No,Yes,Postgraduate,Car
S08712,21,Male,10,0.98,4,C,No,508,3.83,18,No,No,Postgraduate,Bus
S08713,21,Male,8,0.92,6,C,No,3191,2.25,9,Yes,No,Graduate,Walk
S08714,19,Male,21,0.63,8,A,Yes,19577,3.04,6,No,No,Postgraduate,Bus
S08715,21,Female,30,0.62,3,A,No,9370,2.19,6,Yes,No,Diploma,Car
S08716,20,Other,21,0.79,3,B,No,16709,2.05,10,No,No,Diploma,Walk
S08717,24,Female,32,0.99,1,D,Yes,4835,3.7,3,Yes,No,Diploma,Walk
S08718,23,Other,6,0.78,8,D,No,16944,2.56,0,Yes,Yes,Diploma,Car
S08719,23,Female,14,0.56,2,F,Yes,2091,3.31,18,Yes,Yes,Postgraduate,Walk
S08720,19,Other,35,0.93,4,B,Yes,10620,3.27,11,Yes,Yes,Postgraduate,Walk
S08721,19,Male,23,0.87,4,A,Yes,12985,3.76,1,Yes,Yes,Postgraduate,Bus
S08722,24,Male,13,0.62,8,F,No,1832,2.87,4,No,Yes,Postgraduate,Bus
S08723,22,Male,30,0.81,3,A,No,10731,3.97,12,Yes,Yes,High School,Bike
S08724,19,Male,38,0.61,9,C,No,6862,2.78,1,No,No,Postgraduate,Car
S08725,24,Male,22,0.71,2,C,Yes,1603,3.87,2,Yes,Yes,Graduate,Bike
S08726,21,Male,22,0.62,0,A,No,1911,3.99,17,No,No,Postgraduate,Walk
S08727,22,Female,15,0.8,9,C,No,13151,2.07,7,Yes,Yes,Postgraduate,Bike
S08728,23,Male,17,0.65,3,C,No,1464,2.96,13,No,No,Postgraduate,Car
S08729,20,Other,38,0.58,1,F,Yes,9981,2.44,13,Yes,No,Graduate,Car
S08730,21,Male,21,0.53,6,A,Yes,845,2.97,16,Yes,No,Diploma,Car
S08731,21,Male,34,0.82,7,F,No,4189,3.4,9,No,Yes,Postgraduate,Bus
S08732,23,Other,23,0.8,1,B,No,3648,2.07,0,No,No,Postgraduate,Bus
S08733,24,Male,31,0.6,9,C,No,3376,3.6,4,Yes,No,Graduate,Bike
S08734,21,Female,34,0.5,3,A,No,11211,2.31,5,Yes,Yes,High School,Walk
S08735,20,Female,23,0.57,0,F,Yes,12600,2.93,4,Yes,Yes,Postgraduate,Walk
S08736,24,Other,31,0.65,0,C,Yes,6609,2.96,9,No,No,High School,Car
S08737,22,Male,15,0.76,6,B,Yes,4723,3.06,10,No,Yes,Diploma,Car
S08738,22,Other,38,0.94,1,D,Yes,948,2.08,7,No,Yes,Diploma,Walk
S08739,21,Male,20,0.61,7,B,Yes,12536,2.83,19,No,No,Graduate,Bus
S08740,19,Male,23,0.61,9,B,No,14985,2.31,15,Yes,Yes,High School,Bus
S08741,19,Male,7,0.92,8,C,Yes,18451,2.64,14,No,No,Postgraduate,Car
S08742,23,Other,6,0.75,6,D,No,19424,2.14,18,No,Yes,Postgraduate,Walk
S08743,21,Female,16,0.85,0,C,No,15462,3.02,8,Yes,Yes,Graduate,Bus
S08744,19,Male,22,0.67,2,A,Yes,18369,2.87,18,Yes,No,Graduate,Bike
S08745,20,Other,13,0.92,3,C,No,7930,2.95,8,No,No,Postgraduate,Car
S08746,24,Female,35,0.72,7,A,No,11294,3.17,19,Yes,No,High School,Walk
S08747,22,Other,34,0.95,9,F,No,17756,2.3,9,Yes,Yes,Graduate,Bus
S08748,20,Other,21,0.7,6,C,Yes,355,4.0,10,Yes,Yes,High School,Bus
S08749,21,Female,17,0.9,1,B,Yes,7118,3.59,6,Yes,Yes,High School,Car
S08750,19,Female,19,0.53,6,C,No,3289,2.74,18,Yes,Yes,High School,Bus
S08751,21,Female,11,0.84,9,D,Yes,17715,3.43,1,No,Yes,Postgraduate,Walk
S08752,20,Other,20,0.57,3,B,No,13097,2.73,17,No,Yes,Postgraduate,Bike
S08753,22,Male,5,0.95,6,C,No,2675,3.86,19,No,No,Diploma,Bus
